CTR Code,order date,region,country,promotion_category,promotion_theme,product,sku,part_no,position,make_model,qty,unit_price,amount,currency,target,sell_type,customer
CE0545R,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0545R,CE0545R,OUTER,NISSAN,10,6.16,61.6,USD,B2B,SELL-IN,GTB
CE0328L,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0328L,CE0328L,OUTER,HYUNDAI,10,3.9,39.0,USD,B2B,SELL-IN,GTB
CR0345,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,INNER TIE ROD,CR0345,CR0345,INNER,KIA,20,5.51,110.19999999999999,USD,B2B,SELL-IN,GTB
CL0288R,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0288R,CL0288R,,HYUNDAI,80,3.65,292.0,USD,B2B,SELL-IN,GTB
CL0298,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0298,CL0298,,HYUNDAI,20,4.75,95.0,USD,B2B,SELL-IN,GTB
CR0273,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,INNER TIE ROD,CR0273,CR0273,INNER,HYUNDAI,36,3.38,121.67999999999999,USD,B2B,SELL-IN,GTB
CR0307,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,INNER TIE ROD,CR0307,CR0307,INNER,HYUNDAI,60,5.43,325.79999999999995,USD,B2B,SELL-IN,GTB
CE0534,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0534,CE0534,OUTER,NISSAN,12,5.82,69.84,USD,B2B,SELL-IN,GTB
CL0591,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0591,CL0591,,TOYOTA,40,3.83,153.2,USD,B2B,SELL-IN,GTB
CR0338,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,INNER TIE ROD,CR0338,CR0338,INNER,KIA,20,4.8,96.0,USD,B2B,SELL-IN,GTB
CL0415,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0415,CL0415,,MAZDA,36,3.26,117.35999999999999,USD,B2B,SELL-IN,GTB
CL0301,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0301,CL0301,,HYUNDAI,20,3.53,70.6,USD,B2B,SELL-IN,GTB
CE0285,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0285,CE0285,OUTER,GMDAT,72,2.99,215.28000000000003,USD,B2B,SELL-IN,GTB
CB0208,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,BALL JOINT,CB0208,CB0208,,HYUNDAI,24,4.94,118.56,USD,B2B,SELL-IN,GTB
CB0401,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,BALL JOINT,CB0401,CB0401,,TOYOTA,60,3.3,198.0,USD,B2B,SELL-IN,GTB
CE0290,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0290,CE0290,OUTER,GMDAT,72,3.74,269.28000000000003,USD,B2B,SELL-IN,GTB
CE0330R,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0330R,CE0330R,OUTER,HYUNDAI,24,4.29,102.96000000000001,USD,B2B,SELL-IN,GTB
CE0479,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0479,CE0479,OUTER,MAZDA,10,6.48,64.80000000000001,USD,B2B,SELL-IN,GTB
CL0554,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0554,CL0554,,TOYOTA,20,3.7,74.0,USD,B2B,SELL-IN,GTB
CB0219,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,BALL JOINT,CB0219,CB0219,,KIA,30,3.38,101.39999999999999,USD,B2B,SELL-IN,GTB
CB0210R,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,BALL JOINT,CB0210R,CB0210R,,HYUNDAI,10,5.92,59.2,USD,B2B,SELL-IN,GTB
CR0275,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,INNER TIE ROD,CR0275,CR0275,INNER,HYUNDAI,40,4.29,171.6,USD,B2B,SELL-IN,GTB
CL0344R,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0344R,CL0344R,,KIA,10,3.14,31.400000000000002,USD,B2B,SELL-IN,GTB
CE0467,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0467,CE0467,OUTER,MAZDA,10,4.89,48.9,USD,B2B,SELL-IN,GTB
CB0210L,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,BALL JOINT,CB0210L,CB0210L,,HYUNDAI,10,5.92,59.2,USD,B2B,SELL-IN,GTB
CL0248,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0248,CL0248,,GMDAT,20,3.31,66.2,USD,B2B,SELL-IN,GTB
CL0246R,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0246R,CL0246R,,GMDAT,20,3.59,71.8,USD,B2B,SELL-IN,GTB
CE0508,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0508,CE0508,OUTER,NISSAN,10,5.13,51.3,USD,B2B,SELL-IN,GTB
CR0244,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,INNER TIE ROD,CR0244,CR0244,INNER,GMDAT,20,5.59,111.8,USD,B2B,SELL-IN,GTB
CR0242,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,INNER TIE ROD,CR0242,CR0242,INNER,GMDAT,10,4.23,42.300000000000004,USD,B2B,SELL-IN,GTB
CE0371R,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0371R,CE0371R,OUTER,KIA,40,5.92,236.8,USD,B2B,SELL-IN,GTB
CL0288L,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0288L,CL0288L,,HYUNDAI,80,3.65,292.0,USD,B2B,SELL-IN,GTB
CE0077L,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0077L,CE0077L,OUTER,FORD,10,5.45,54.5,USD,B2B,SELL-IN,GTB
CE0345R,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0345R,CE0345R,OUTER,HYUNDAI,10,4.2,42.0,USD,B2B,SELL-IN,GTB
CE0727,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0727,CE0727,OUTER,TOYOTA,10,5.02,50.199999999999996,USD,B2B,SELL-IN,GTB
CL0530,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0530,CL0530,,SUZUKI,10,3.09,30.9,USD,B2B,SELL-IN,GTB
CR0346,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,INNER TIE ROD,CR0346,CR0346,INNER,KIA,32,4.59,146.88,USD,B2B,SELL-IN,GTB
CL0247,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0247,CL0247,,GMDAT,40,3.34,133.6,USD,B2B,SELL-IN,GTB
CL0430,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0430,CL0430,,MAZDA,10,3.62,36.2,USD,B2B,SELL-IN,GTB
CL0456,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0456,CL0456,,NISSAN,30,4.35,130.5,USD,B2B,SELL-IN,GTB
CE0351R,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0351R,CE0351R,OUTER,HYUNDAI,36,5.67,204.12,USD,B2B,SELL-IN,GTB
CB0408,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,BALL JOINT,CB0408,CB0408,,TOYOTA,40,6.01,240.39999999999998,USD,B2B,SELL-IN,GTB
CB0197,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,BALL JOINT,CB0197,CB0197,,KIA,300,4.02,1205.9999999999998,USD,B2B,SELL-IN,GTB
CR0430,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,INNER TIE ROD,CR0430,CR0430,INNER,MAZDA,16,5.08,81.28,USD,B2B,SELL-IN,GTB
CB0334,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,BALL JOINT,CB0334,CB0334,,NISSAN,20,5.92,118.4,USD,B2B,SELL-IN,GTB
CR0476,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,INNER TIE ROD,CR0476,CR0476,INNER,NISSAN,20,4.47,89.39999999999999,USD,B2B,SELL-IN,GTB
CL0240,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0240,CL0240,,GMDAT,160,2.72,435.20000000000005,USD,B2B,SELL-IN,GTB
CR0659,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,INNER TIE ROD,CR0659,CR0659,INNER,TOYOTA,20,5.2,104.0,USD,B2B,SELL-IN,GTB
CL0272L,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0272L,CL0272L,,HYUNDAI,20,2.86,57.199999999999996,USD,B2B,SELL-IN,GTB
CL0355,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0355,CL0355,,KIA,20,4.68,93.6,USD,B2B,SELL-IN,GTB
CE0288R,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0288R,CE0288R,OUTER,GMDAT,20,4.68,93.6,USD,B2B,SELL-IN,GTB
CB0232,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,BALL JOINT,CB0232,CB0232,,KIA,48,5.72,274.56,USD,B2B,SELL-IN,GTB
CB0129,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,BALL JOINT,CB0129,CB0129,,HONDA,12,7.2,86.4,USD,B2B,SELL-IN,GTB
CR0267,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,INNER TIE ROD,CR0267,CR0267,INNER,HYUNDAI,40,4.32,172.8,USD,B2B,SELL-IN,GTB
CR0289,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,INNER TIE ROD,CR0289,CR0289,INNER,HYUNDAI,32,5.68,181.76,USD,B2B,SELL-IN,GTB
CL0291,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0291,CL0291,,HYUNDAI,100,3.59,359.0,USD,B2B,SELL-IN,GTB
CL0311,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0311,CL0311,,HYUNDAI,60,3.68,220.8,USD,B2B,SELL-IN,GTB
CE0366L,2025-01-17,ASIA,베트남,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0366L,CE0366L,OUTER,KIA,12,4.65,55.800000000000004,USD,B2B,SELL-IN,GTB
CR0229,2025-01-24,ASIA,태국,Trade promotion,CHOICE_KIT,INNER TIE ROD,CR0229,CR0229,INNER,ISUZU,100,8.08,808.0,USD,B2B,SELL-IN,GP
CE0726,2025-01-24,ASIA,태국,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0726,CE0726,OUTER,TOYOTA,26,4.49,116.74000000000001,USD,B2B,SELL-IN,GP
CL0574,2025-01-24,ASIA,태국,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0574,CL0574,,TOYOTA,32,4.46,142.72,USD,B2B,SELL-IN,GP
CR0665,2025-01-24,ASIA,태국,Trade promotion,CHOICE_KIT,INNER TIE ROD,CR0665,CR0665,INNER,TOYOTA,64,5.01,320.64,USD,B2B,SELL-IN,GP
CR0659,2025-01-24,ASIA,태국,Trade promotion,CHOICE_KIT,INNER TIE ROD,CR0659,CR0659,INNER,TOYOTA,100,5.78,578.0,USD,B2B,SELL-IN,GP
CL0220R,2025-01-24,ASIA,태국,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0220R,CL0220R,,HONDA,50,3.86,193.0,USD,B2B,SELL-IN,GP
CL0220L,2025-01-24,ASIA,태국,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0220L,CL0220L,,HONDA,50,3.86,193.0,USD,B2B,SELL-IN,GP
CE0727,2025-01-24,ASIA,태국,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0727,CE0727,OUTER,TOYOTA,26,4.3,111.8,USD,B2B,SELL-IN,GP
CL0575,2025-01-24,ASIA,태국,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0575,CL0575,,TOYOTA,32,4.46,142.72,USD,B2B,SELL-IN,GP
CL0201,2025-01-24,ASIA,태국,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0201,CL0201,,HONDA,200,3.34,668.0,USD,B2B,SELL-IN,GP
CR0231,2025-01-24,ASIA,태국,Trade promotion,CHOICE_KIT,INNER TIE ROD,CR0231,CR0231,INNER,ISUZU,60,8.05,483.00000000000006,USD,B2B,SELL-IN,GP
CR0623,2025-01-24,ASIA,태국,Trade promotion,CHOICE_KIT,INNER TIE ROD,CR0623,CR0623,INNER,TOYOTA,96,5.04,483.84000000000003,USD,B2B,SELL-IN,GP
CL0425L,2025-01-24,ASIA,태국,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0425L,CL0425L,,MAZDA,20,3.09,61.8,USD,B2B,SELL-IN,GP
CE1010,2025-01-24,ASIA,태국,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE1010,CE1010,OUTER,ISUZU,36,4.21,151.56,USD,B2B,SELL-IN,GP
CR0929,2025-01-24,ASIA,태국,Trade promotion,CHOICE_KIT,INNER TIE ROD,CR0929,CR0929,INNER,ISUZU,40,7.32,292.8,USD,B2B,SELL-IN,GP
CR0691,2025-01-24,ASIA,태국,Trade promotion,CHOICE_KIT,INNER TIE ROD,CR0691,CR0691,INNER,TOYOTA,32,4.73,151.36,USD,B2B,SELL-IN,GP
CR0230,2025-01-24,ASIA,태국,Trade promotion,CHOICE_KIT,INNER TIE ROD,CR0230,CR0230,INNER,ISUZU,20,7.73,154.60000000000002,USD,B2B,SELL-IN,GP
CR0223,2025-01-24,ASIA,태국,Trade promotion,CHOICE_KIT,INNER TIE ROD,CR0223,CR0223,INNER,ISUZU,40,5.65,226.0,USD,B2B,SELL-IN,GP
CL0282L,2025-01-24,ASIA,태국,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0282L,CL0282L,,HYUNDAI,20,3.16,63.2,USD,B2B,SELL-IN,GP
CE0526,2025-01-24,ASIA,태국,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0526,CE0526,OUTER,NISSAN,20,5.69,113.80000000000001,USD,B2B,SELL-IN,GP
CL0282R,2025-01-24,ASIA,태국,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0282R,CL0282R,,HYUNDAI,20,3.16,63.2,USD,B2B,SELL-IN,GP
CE0762,2025-01-24,ASIA,태국,Trade promotion,CHOICE_KIT,OUTER TIE ROD,CE0762,CE0762,OUTER,TOYOTA,36,4.68,168.48,USD,B2B,SELL-IN,GP
CR0230,2025-01-24,ASIA,태국,Trade promotion,CHOICE_KIT,INNER TIE ROD,CR0230,CR0230,INNER,ISUZU,80,7.73,618.4000000000001,USD,B2B,SELL-IN,GP
CL0425R,2025-01-24,ASIA,태국,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0425R,CL0425R,,MAZDA,20,3.09,61.8,USD,B2B,SELL-IN,GP
CL0533,2025-02-18,ASIA,싱가포르,Trade promotion,CHOICE_KIT,STABILIZER LINK ASSY,CL0533,CL0533,,Samsung-Renault,60,4.69,281.40000000000003,USD,B2B,SELL-IN,AUTOWORX
GV0163,2025-02-18,ASIA,싱가포르,Trade promotion,CHOICE_KIT,BUSH AM,GV0163,GV0163,,HYUNDAI,60,0.76,45.6,USD,B2B,SELL-IN,AUTOWORX
GV0296,2025-02-18,ASIA,싱가포르,Trade promotion,CHOICE_KIT,BUSH AM,GV0296,GV0296,,HYUNDAI,8,0.6,4.8,USD,B2B,SELL-IN,AUTOWORX
GV0965,2025-02-18,ASIA,싱가포르,Trade promotion,CHOICE_KIT,BUSH AM,GV0965,GV0965,,KIA,20,0.77,15.4,USD,B2B,SELL-IN,AUTOWORX
CQ0214L,2025-02-18,ASIA,싱가포르,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0214L,CQ0214L,,KIA,8,22.77,182.16,USD,B2B,SELL-IN,AUTOWORX
CQ0214R,2025-02-18,ASIA,싱가포르,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0214R,CQ0214R,,KIA,8,22.77,182.16,USD,B2B,SELL-IN,AUTOWORX
CQ0148L,2025-02-18,ASIA,싱가포르,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0148L,CQ0148L,,HYUNDAI,4,20.14,80.56,USD,B2B,SELL-IN,AUTOWORX
CQ0148R,2025-02-18,ASIA,싱가포르,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0148R,CQ0148R,,HYUNDAI,4,20.14,80.56,USD,B2B,SELL-IN,AUTOWORX
CQ0273L,2025-02-18,ASIA,싱가포르,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0273L,CQ0273L,,NISSAN,4,18.71,74.84,USD,B2B,SELL-IN,AUTOWORX
CQ0273R,2025-02-18,ASIA,싱가포르,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0273R,CQ0273R,,NISSAN,4,18.71,74.84,USD,B2B,SELL-IN,AUTOWORX
CQ0389L,2025-02-18,ASIA,싱가포르,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0389L,CQ0389L,,NISSAN,8,18.57,148.56,USD,B2B,SELL-IN,AUTOWORX
CQ0389R,2025-02-18,ASIA,싱가포르,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0389R,CQ0389R,,NISSAN,8,18.57,148.56,USD,B2B,SELL-IN,AUTOWORX
CQ0840L,2025-02-18,ASIA,싱가포르,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0840L,CQ0840L,,KIA,12,30.69,368.28000000000003,USD,B2B,SELL-IN,AUTOWORX
CQ0840R,2025-02-18,ASIA,싱가포르,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0840R,CQ0840R,,KIA,12,30.69,368.28000000000003,USD,B2B,SELL-IN,AUTOWORX
CQ0174,2025-02-18,ASIA,싱가포르,Trade promotion,CHOICE_KIT,UPR CONTROL ARM ASSY,CQ0174,CQ0174,,HYUNDAI,6,10.54,63.239999999999995,USD,B2B,SELL-IN,AUTOWORX
CQ0324L,2025-02-18,ASIA,싱가포르,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0324L,CQ0324L,,TOYOTA,4,19.63,78.52,USD,B2B,SELL-IN,AUTOWORX
CQ0324R,2025-02-18,ASIA,싱가포르,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0324R,CQ0324R,,TOYOTA,4,19.63,78.52,USD,B2B,SELL-IN,AUTOWORX
CQ0294L,2025-02-18,ASIA,싱가포르,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0294L,CQ0294L,,TOYOTA,8,19.42,155.36,USD,B2B,SELL-IN,AUTOWORX
CQ0294R,2025-02-18,ASIA,싱가포르,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0294R,CQ0294R,,TOYOTA,8,19.42,155.36,USD,B2B,SELL-IN,AUTOWORX
CQ0295X,2025-02-18,ASIA,싱가포르,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0295X,CQ0295X,,TOYOTA,4,24.65,98.6,USD,B2B,SELL-IN,AUTOWORX
CQ0295Y,2025-02-18,ASIA,싱가포르,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0295Y,CQ0295Y,,TOYOTA,4,24.65,98.6,USD,B2B,SELL-IN,AUTOWORX
CQ0217L,2025-02-18,ASIA,싱가포르,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0217L,CQ0217L,,KIA,4,33.34,133.36,USD,B2B,SELL-IN,AUTOWORX
CQ0217R,2025-02-18,ASIA,싱가포르,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0217R,CQ0217R,,KIA,4,33.34,133.36,USD,B2B,SELL-IN,AUTOWORX
CQ0532L,2025-02-18,ASIA,싱가포르,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0532L,CQ0532L,,HYUNDAI,4,33.92,135.68,USD,B2B,SELL-IN,AUTOWORX
CQ0532R,2025-02-18,ASIA,싱가포르,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0532R,CQ0532R,,HYUNDAI,4,33.92,135.68,USD,B2B,SELL-IN,AUTOWORX
CQ0835L,2025-02-18,ASIA,싱가포르,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0835L,CQ0835L,,KIA,4,24.04,96.16,USD,B2B,SELL-IN,AUTOWORX
CQ0835R,2025-02-18,ASIA,싱가포르,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0835R,CQ0835R,,KIA,4,24.04,96.16,USD,B2B,SELL-IN,AUTOWORX
CQ0397L,2025-02-18,ASIA,싱가포르,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0397L,CQ0397L,,HYUNDAI,4,22.22,88.88,USD,B2B,SELL-IN,AUTOWORX
CQ0397R,2025-02-18,ASIA,싱가포르,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0397R,CQ0397R,,HYUNDAI,4,22.22,88.88,USD,B2B,SELL-IN,AUTOWORX
CQ0172L,2025-02-18,ASIA,싱가포르,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0172L,CQ0172L,,HYUNDAI,8,25.22,201.76,USD,B2B,SELL-IN,AUTOWORX
CQ0172R,2025-02-18,ASIA,싱가포르,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0172R,CQ0172R,,HYUNDAI,8,25.22,201.76,USD,B2B,SELL-IN,AUTOWORX
CQ0469L,2025-02-18,ASIA,싱가포르,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0469L,CQ0469L,,HYUNDAI,4,27.39,109.56,USD,B2B,SELL-IN,AUTOWORX
CQ0469R,2025-02-18,ASIA,싱가포르,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0469R,CQ0469R,,HYUNDAI,4,27.39,109.56,USD,B2B,SELL-IN,AUTOWORX
CQ0161L,2025-02-18,ASIA,싱가포르,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0161L,CQ0161L,,HYUNDAI,4,20.73,82.92,USD,B2B,SELL-IN,AUTOWORX
CQ0161R,2025-02-18,ASIA,싱가포르,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0161R,CQ0161R,,HYUNDAI,4,20.73,82.92,USD,B2B,SELL-IN,AUTOWORX
CL0750,2025-02-18,ASIA,싱가포르,Trade promotion,CHOICE_KIT,STABILIZER LINK ASSY,CL0750,CL0750,,HYUNDAI,10,3.75,37.5,USD,B2B,SELL-IN,AUTOWORX
GV0059,2025-02-18,ASIA,싱가포르,Trade promotion,CHOICE_KIT,BUSH AM,GV0059,GV0059,,HYUNDAI,12,0.58,6.959999999999999,USD,B2B,SELL-IN,AUTOWORX
CR0298,2025-02-18,ASIA,싱가포르,Trade promotion,CHOICE_KIT,INNER TIE ROD ASSY,CR0298,CR0298,INNER,HYUNDAI,32,4.32,138.24,USD,B2B,SELL-IN,AUTOWORX
GV0295,2025-02-18,ASIA,싱가포르,Trade promotion,CHOICE_KIT,BUSH AM,GV0295,GV0295,,HYUNDAI,8,0.63,5.04,USD,B2B,SELL-IN,AUTOWORX
GV0624,2025-02-18,ASIA,싱가포르,Trade promotion,CHOICE_KIT,BUSH AM,GV0624,GV0624,,HYUNDAI,8,0.82,6.56,USD,B2B,SELL-IN,AUTOWORX
GV0610,2025-02-18,ASIA,싱가포르,Trade promotion,CHOICE_KIT,BUSH AM,GV0610,GV0610,,HYUNDAI,8,0.83,6.64,USD,B2B,SELL-IN,AUTOWORX
CQ0199,2025-02-19,ASIA,브루나이,Trade promotion,CHOICE_KIT,ASSIST ARM ASSY-COMPLETE,CQ0199,CQ0199,,KIA,100,5.82,582.0,USD,B2B,SELL-IN,KR-OE
CQ0153,2025-02-19,ASIA,브루나이,Trade promotion,CHOICE_KIT,ASSIST ARM ASSY-COMPLETE,CQ0153,CQ0153,,HYUNDAI,40,5.31,212.39999999999998,USD,B2B,SELL-IN,KR-OE
CQ0154,2025-02-19,ASIA,브루나이,Trade promotion,CHOICE_KIT,ASSIST ARM ASSY-COMPLETE,CQ0154,CQ0154,,HYUNDAI,40,7.68,307.2,USD,B2B,SELL-IN,KR-OE
CQ0151,2025-02-19,ASIA,브루나이,Trade promotion,CHOICE_KIT,ASSIST ARM ASSY,CQ0151,CQ0151,,HYUNDAI,40,8.5,340.0,USD,B2B,SELL-IN,KR-OE
CQ0208,2025-02-19,ASIA,브루나이,Trade promotion,CHOICE_KIT,ASSIST ARM ASSY,CQ0208,CQ0208,,KIA,20,8.29,165.79999999999998,USD,B2B,SELL-IN,KR-OE
CB0228,2025-02-19,ASIA,브루나이,Trade promotion,CHOICE_KIT,BALL JOINT ASSY,CB0228,CB0228,,KIA,80,7.21,576.8,USD,B2B,SELL-IN,KR-OE
CQ0212L,2025-02-19,ASIA,브루나이,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0212L,CQ0212L,,KIA,10,21.45,214.5,USD,B2B,SELL-IN,KR-OE
CQ0212R,2025-02-19,ASIA,브루나이,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0212R,CQ0212R,,KIA,10,21.45,214.5,USD,B2B,SELL-IN,KR-OE
CQ0159L,2025-02-19,ASIA,브루나이,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0159L,CQ0159L,,HYUNDAI,20,20.66,413.2,USD,B2B,SELL-IN,KR-OE
CQ0159R,2025-02-19,ASIA,브루나이,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0159R,CQ0159R,,HYUNDAI,20,20.66,413.2,USD,B2B,SELL-IN,KR-OE
CQ0166L,2025-02-19,ASIA,브루나이,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0166L,CQ0166L,,HYUNDAI,20,27.67,553.4000000000001,USD,B2B,SELL-IN,KR-OE
CQ0166R,2025-02-19,ASIA,브루나이,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0166R,CQ0166R,,HYUNDAI,20,27.67,553.4000000000001,USD,B2B,SELL-IN,KR-OE
CQ0168L,2025-02-19,ASIA,브루나이,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0168L,CQ0168L,,HYUNDAI,20,32.97,659.4,USD,B2B,SELL-IN,KR-OE
CQ0168R,2025-02-19,ASIA,브루나이,Trade promotion,CHOICE_KIT,LWR CONTROL ARM ASSY,CQ0168R,CQ0168R,,HYUNDAI,20,32.97,659.4,USD,B2B,SELL-IN,KR-OE
